season,player_code,player_name,team,is_traded,age,age_c,age_c2,pir_lag_raw,pir_lag_shrunk,shrink_w,games_lag,min_lag,el_seasons,league_pir_mean,pir_lag1_season,pir_lag2_season,pir_per_game,min_per_game,games,sum_pir
2018,4119,"TYUS, ALEX",TEL,False,30,3,9,12.293333333333333,10.556908391070053,0.6,60.0,19.848999999999997,2,7.952270977675135,2017.0,2016.0,10.033333333333331,18.302222222222223,30.0,301.0
2018,5985,"JAMES, MIKE",MIL,False,28,1,1,13.804545454545455,10.460388610619557,0.42857142857142855,30.0,24.547045454545454,2,7.952270977675135,2017.0,2016.0,20.23333333333333,33.94777777777777,30.0,607.0
2018,1926,"SLOUKAS, KOSTAS",ULK,False,28,1,1,11.905747126436783,10.205327277507042,0.5698924731182796,53.0,25.221791187739463,2,7.952270977675135,2017.0,2016.0,15.48148148148148,26.927777777777777,27.0,418.0
2018,CVM,"RODRIGUEZ, SERGIO",CSK,False,32,5,25,13.166666666666666,10.187011987242933,0.42857142857142855,30.0,25.51055555555556,1,7.952270977675135,2017.0,,9.20689655172414,22.06149425287356,29.0,267.0
2018,5757,"RANDOLPH, ANTHONY",MAD,False,29,2,4,12.214285714285715,10.160302708690255,0.5180722891566265,43.0,20.174714285714284,2,7.952270977675135,2017.0,2016.0,14.586206896551724,22.477586206896557,29.0,423.0
2018,LHK,"PLEISS, TIBOR",IST,False,29,2,4,11.59901477832512,10.095202901768426,0.5876288659793815,57.0,18.419178981937602,2,7.952270977675135,2017.0,2016.0,10.3,14.849444444444446,30.0,309.0
2018,6450,"HIGGINS, CORY",CSK,False,29,2,4,11.446666666666667,10.005678753680469,0.5876288659793815,57.0,22.25,2,7.952270977675135,2017.0,2016.0,14.423076923076923,24.657051282051285,26.0,375.0
2018,5159,"GREEN, ERICK",ULK,False,26,-1,1,11.416502463054186,9.987953396918495,0.5876288659793815,57.0,23.017840722495894,2,7.952270977675135,2017.0,2016.0,4.636363636363637,12.712121212121213,22.0,102.0
2018,529,"MICOV, VLADIMIR",MIL,False,33,6,36,11.310344827586206,9.939702439867402,0.5918367346938775,58.0,28.170344827586206,2,7.952270977675135,2017.0,2016.0,13.7,31.31444444444444,30.0,411.0
2018,6433,"PANGOS, KEVIN",BAR,False,25,-2,4,11.22,9.912908391070054,0.6,60.0,24.869777777777777,2,7.952270977675135,2017.0,2016.0,6.433333333333334,20.17277777777777,30.0,193.0
2018,3024,"GRANGER, JAYSON",BAS,False,29,2,4,11.053793103448276,9.800652850610643,0.5959595959595959,59.0,23.660973180076628,2,7.952270977675135,2017.0,2016.0,5.666666666666667,19.280555555555555,12.0,68.0
2018,JUO,"SPANOULIS, VASSILIS",OLY,False,36,9,81,11.346153846153847,9.767603674768399,0.5348837209302325,46.0,25.978679487179484,2,7.952270977675135,2017.0,2016.0,9.0,22.066666666666663,25.0,225.0
2018,3941,"MILUTINOV, NIKOLA",OLY,False,24,-3,9,11.054641909814324,9.748380464703086,0.5789473684210527,55.0,18.52785587975243,2,7.952270977675135,2017.0,2016.0,20.0,26.02142857142857,28.0,560.0
2018,1255,"PAPANIKOLAOU, KOSTAS",OLY,False,28,1,1,11.032,9.735271990600058,0.5789473684210527,55.0,23.649733333333334,2,7.952270977675135,2017.0,2016.0,8.066666666666666,23.446666666666665,30.0,242.0
2018,2812,"HINES, KYLE",CSK,False,32,5,25,10.828505747126437,9.666390688762274,0.5959595959595959,59.0,21.00218390804598,2,7.952270977675135,2017.0,2016.0,8.3,19.59333333333333,30.0,249.0
2018,8001,"GILL, ANTHONY",KHI,False,26,-1,1,12.107142857142858,9.663100575103021,0.4117647058823529,28.0,25.39047619047619,1,7.952270977675135,2017.0,,12.076923076923077,26.664102564102564,13.0,157.0
2018,5099,"HANGA, ADAM",BAR,False,29,2,4,10.882564102564103,9.661608633860366,0.5833333333333334,56.0,26.01211965811966,2,7.952270977675135,2017.0,2016.0,10.272727272727272,20.641666666666666,22.0,226.0
2018,2329,"ULANOVAS, EDGARAS",ZAL,False,26,-1,1,10.671724137931035,9.572955184292287,0.5959595959595959,59.0,25.93937164750958,2,7.952270977675135,2017.0,2016.0,8.066666666666666,24.912777777777777,30.0,242.0
2018,CPR,"SIMON, KRUNOSLAV",IST,False,33,6,36,10.766666666666666,9.472691637245273,0.5402298850574713,47.0,28.005201465201466,2,7.952270977675135,2017.0,2016.0,13.066666666666666,24.80111111111111,30.0,392.0
2018,2980,"GIST, JAMES",PAN,False,32,5,25,10.906666666666666,9.46549803789031,0.5121951219512195,42.0,25.037,2,7.952270977675135,2017.0,2016.0,9.666666666666666,21.741111111111117,30.0,290.0
2018,4251,"THOMAS, MALCOLM",KHI,False,30,3,9,11.466666666666669,9.458440558671505,0.42857142857142855,30.0,21.68,1,7.952270977675135,2017.0,,12.1,20.596666666666668,30.0,363.0
2018,5160,"HUNTER, OTHELLO",CSK,False,32,5,25,10.273333333333333,9.285647224542611,0.574468085106383,54.0,17.851611111111108,2,7.952270977675135,2017.0,2016.0,9.4,18.128888888888888,30.0,282.0
2018,5928,"CAMPAZZO, FACUNDO",MAD,False,27,0,0,11.107142857142858,9.251335869220668,0.4117647058823529,28.0,24.242261904761904,1,7.952270977675135,2017.0,,11.172413793103448,23.08505747126437,29.0,324.0
2018,5791,"TAVARES, WALTER",MAD,False,26,-1,1,11.478260869565217,9.239537128682624,0.36507936507936506,23.0,19.018115942028988,1,7.952270977675135,2017.0,,13.551724137931034,19.48390804597701,29.0,393.0
2018,7989,"COLE, NORRIS",BUD,False,30,3,9,11.071428571428571,9.236629986867726,0.4117647058823529,28.0,24.555952380952384,1,7.952270977675135,2017.0,,15.2,26.63888888888889,15.0,228.0
2018,1948,"SERAPHIN, KEVIN",BAR,False,29,2,4,12.466666666666669,9.183469801945552,0.2727272727272727,15.0,20.27777777777778,1,7.952270977675135,2017.0,,7.916666666666667,13.999305555555551,24.0,190.0
2018,4887,"POIRIER, VINCENT",BAS,False,25,-2,4,10.666666666666666,9.115583415814363,0.42857142857142855,30.0,17.339444444444442,1,7.952270977675135,2017.0,,16.366666666666667,25.491666666666667,30.0,491.0
2018,6661,"WILBEKIN, SCOTTIE",TEL,False,25,-2,4,10.77777777777778,9.090908046373215,0.40298507462686567,27.0,24.820987654320987,1,7.952270977675135,2016.0,,11.03448275862069,24.78850574712644,29.0,320.0
2018,CCD,"DATOME, LUIGI",ULK,False,31,4,16,9.79704433497537,9.036313053614448,0.5876288659793815,57.0,24.67262725779967,2,7.952270977675135,2017.0,2016.0,8.2,20.462777777777777,30.0,246.0
2018,6505,"WHITE, AARON",ZAL,False,26,-1,1,10.466666666666669,9.029869130100078,0.42857142857142855,30.0,23.381666666666668,1,7.952270977675135,2017.0,,10.566666666666666,25.100555555555555,30.0,317.0
2018,8004,"TARCZEWSKI, KALEB",MIL,False,25,-2,4,10.133333333333333,8.887011987242934,0.42857142857142855,30.0,19.684444444444445,1,7.952270977675135,2017.0,,8.75,18.15972222222222,24.0,210.0
2018,AAX,"REYES, FELIPE",MAD,False,38,11,121,9.52183908045977,8.867852370966173,0.5833333333333334,56.0,15.01252447850149,2,7.952270977675135,2017.0,2016.0,5.238095238095238,8.957142857142857,21.0,110.0
2018,5781,"KANE, DEANDRE",TEL,False,29,2,4,9.833333333333334,8.758440558671506,0.42857142857142855,30.0,23.377222222222223,1,7.952270977675135,2017.0,,8.64,25.75133333333333,25.0,216.0
2018,46,"STRELNIEKS, JANIS",OLY,False,29,2,4,9.309090909090909,8.719169199779703,0.5652173913043478,52.0,22.340363636363637,2,7.952270977675135,2017.0,2016.0,8.3,20.775,20.0,166.0
2018,BMT,"FERNANDEZ, RUDY",MAD,False,33,6,36,9.299692307692307,8.707419195596847,0.5604395604395604,51.0,21.325425641025642,2,7.952270977675135,2017.0,2016.0,10.576923076923077,20.097435897435897,26.0,275.0
2018,4117,"BROOKS, JEFF",MIL,False,29,2,4,9.846153846153848,8.698346047075841,0.3939393939393939,26.0,22.887179487179488,1,7.952270977675135,2017.0,,8.551724137931034,25.12528735632184,29.0,248.0
2018,6590,"BEAUBOIS, RODRIGUE",IST,False,30,3,9,9.140996168582376,8.645694005704359,0.5833333333333334,56.0,20.56248616432525,2,7.952270977675135,2017.0,2016.0,8.714285714285714,21.935119047619047,28.0,244.0
2018,1844,"HACKETT, DANIEL",CSK,False,31,4,16,9.27972027972028,8.590136226709815,0.4805194805194805,37.0,20.218986013986015,2,7.952270977675135,2017.0,2016.0,6.965517241379311,17.202298850574714,29.0,202.0
2018,4974,"ROLL, MICHAEL",TEL,False,31,4,16,9.275862068965518,8.508562885608773,0.42028985507246375,29.0,26.24137931034483,1,7.952270977675135,2017.0,,8.655172413793103,21.51781609195402,29.0,251.0
2018,3067,"JERRELLS, CURTIS",MIL,False,31,4,16,9.291666666666666,8.45454436104696,0.375,24.0,20.646527777777777,1,7.952270977675135,2017.0,,4.233333333333333,15.07,30.0,127.0
2018,4863,"JOVIC, STEFAN",MUN,False,28,1,1,9.304347826086955,8.445886335031831,0.36507936507936506,23.0,23.88840579710145,1,7.952270977675135,2016.0,,10.217391304347826,21.4731884057971,23.0,235.0
2018,1392,"CAUSEUR, FABIEN",MAD,False,31,4,16,8.780000000000001,8.445564031383894,0.5959595959595959,59.0,21.41494252873563,2,7.952270977675135,2017.0,2016.0,4.866666666666666,14.391111111111112,30.0,146.0
2018,2008,"KUZMINSKAS, MINDAUGAS",MIL,False,29,2,4,9.571428571428571,8.372052576055655,0.25925925925925924,14.0,21.942857142857143,1,7.952270977675135,2017.0,,8.8,17.05388888888889,30.0,264.0
2018,1833,"MOERMAN, ADRIEN",IST,False,30,3,9,8.55241379310345,8.309931847475848,0.5959595959595959,59.0,22.663609195402298,2,7.952270977675135,2017.0,2016.0,15.733333333333333,27.93277777777778,30.0,472.0
2018,6599,"MOTUM, BROCK",IST,False,28,1,1,8.331034482758621,8.17799872312893,0.5959595959595959,59.0,20.750750957854407,2,7.952270977675135,2017.0,2016.0,5.551724137931035,11.56896551724138,29.0,161.0
2018,7870,"DAVIES, BRANDON",ZAL,False,27,0,0,8.466666666666667,8.17272627295722,0.42857142857142855,30.0,15.979444444444445,1,7.952270977675135,2017.0,,17.466666666666665,24.457222222222224,30.0,524.0
2018,5917,"ORIOLA, PIERRE",BAR,False,26,-1,1,8.407407407407407,8.1356841657762,0.40298507462686567,27.0,18.78703703703704,1,7.952270977675135,2017.0,,6.233333333333333,17.441111111111113,30.0,187.0
2018,5938,"ANDERSON, JAMES",IST,False,29,2,4,8.142222222222223,8.063891812099712,0.5876288659793815,57.0,22.71059259259259,2,7.952270977675135,2017.0,2016.0,4.633333333333334,14.683333333333334,30.0,139.0
2018,8002,"MCCALLUM, RAY",DAR,False,27,0,0,8.1,8.015583415814362,0.42857142857142855,30.0,21.54777777777777,1,7.952270977675135,2017.0,,9.3125,22.0375,16.0,149.0
2018,7400,"NUNNALLY, JAMES",MIL,False,28,1,1,8.003333333333334,7.981604671351121,0.574468085106383,54.0,20.56363888888889,2,7.952270977675135,2017.0,2016.0,14.5,26.860000000000003,10.0,145.0
2018,2580,"MICIC, VASILIJE",IST,False,24,-3,9,8.0,7.972726272957219,0.42857142857142855,30.0,22.389444444444443,1,7.952270977675135,2017.0,,13.666666666666666,27.503888888888888,30.0,410.0
2018,5836,"THOMPKINS, TREY",MAD,False,28,1,1,7.936231884057971,7.943869547685193,0.5238095238095238,44.0,18.1359972394755,2,7.952270977675135,2017.0,2016.0,8.473684210526315,17.01578947368421,19.0,161.0
2018,4178,"KOPONEN, PETTERI",MUN,False,30,3,9,7.93588761174968,7.94271401421862,0.5833333333333334,56.0,21.147134951043,2,7.952270977675135,2017.0,2016.0,8.8,18.30666666666667,30.0,264.0
2018,7050,"CLARKE, COTY",BUD,False,26,-1,1,7.428571428571429,7.816497020500099,0.25925925925925924,14.0,21.789285714285715,1,7.952270977675135,2016.0,,7.758620689655173,21.92816091954023,29.0,225.0
2018,5718,"TIMMA, JANIS",OLY,False,26,-1,1,7.620689655172414,7.81291071169573,0.42028985507246375,29.0,22.908045977011497,1,7.952270977675135,2017.0,,2.130434782608696,11.521014492753622,23.0,49.0
2018,5094,"THOMAS, DESHAUN",PAN,False,27,0,0,7.6709523809523805,7.785776297982077,0.5918367346938775,58.0,20.338944444444444,2,7.952270977675135,2017.0,2016.0,10.0,21.83505747126437,29.0,290.0
2018,6586,"KALAITZAKIS, GEORGIOS",PAN,False,19,-8,64,0.0,7.758313148951351,0.024390243902439025,1.0,0.3666666666666666,1,7.952270977675135,2017.0,,-3.0,1.9833333333333327,1.0,-3.0
2018,JLX,"KURBANOV, NIKITA",CSK,False,32,5,25,7.613333333333333,7.748908391070054,0.6,60.0,19.087333333333333,2,7.952270977675135,2017.0,2016.0,7.357142857142857,16.61547619047619,28.0,206.0
2018,4222,"OMIC, ALEN",MIL;BUD,True,26,-1,1,7.401069518716578,7.725305671045142,0.4117647058823529,28.0,13.715561497326204,2,7.952270977675135,2017.0,2016.0,7.482758620689655,16.917241379310347,29.0,217.0
2018,4997,"DIEBLER, JON",DAR,False,30,3,9,7.275862068965517,7.667983175463846,0.42028985507246375,29.0,18.99827586206897,1,7.952270977675135,2016.0,,3.4285714285714284,18.24047619047619,28.0,96.0
2018,1324,"MUHAMMED, ALI",ULK,False,35,8,64,7.4093306288032466,7.661861023627381,0.5348837209302325,46.0,17.163847194050035,2,7.952270977675135,2017.0,2016.0,9.0,17.77183908045977,29.0,261.0
2018,3608,"LOJESKI, MATT",PAN,False,33,6,36,7.408026755852843,7.652630900492076,0.550561797752809,49.0,19.808461538461536,2,7.952270977675135,2017.0,2016.0,5.909090909090909,15.9,22.0,130.0
2018,LME,"MARKOVIC, STEFAN",KHI,False,30,3,9,7.172413793103448,7.624504914594281,0.42028985507246375,29.0,23.639080459770117,1,7.952270977675135,2017.0,,7.925925925925926,23.77037037037037,27.0,214.0
2018,8152,"DOUGLAS, TONEY",DAR,False,32,5,25,6.642857142857143,7.612793316796396,0.25925925925925924,14.0,18.010714285714286,1,7.952270977675135,2017.0,,13.0,27.5625,20.0,260.0
2018,5348,"ARNA, EGEHAN",ULK,False,21,-6,36,0.7999999999999999,7.61168664540489,0.047619047619047616,2.0,2.36,2,7.952270977675135,2017.0,2016.0,-2.0,4.216666666666667,2.0,-4.0
2018,8032,"GONZALEZ, MIGUEL",BAS,False,19,-8,64,0.5,7.597400931119176,0.047619047619047616,2.0,3.95,1,7.952270977675135,2017.0,,-0.1666666666666666,0.9666666666666668,6.0,-1.0
2018,4165,"JANNING, MATT",BAS,False,30,3,9,6.966666666666667,7.529869130100077,0.42857142857142855,30.0,22.28833333333333,1,7.952270977675135,2017.0,,8.76,26.360666666666667,25.0,219.0
2018,6555,"WOLTERS, NATE",ZAL,False,27,0,0,6.814814814814815,7.49389312100008,0.40298507462686567,27.0,15.08148148148148,1,7.952270977675135,2016.0,,11.208333333333334,23.125694444444445,24.0,269.0
2018,3469,"VEZENKOV, SASHA",OLY,False,23,-4,16,7.0317948717948715,7.475397814387769,0.5180722891566265,43.0,14.368102564102564,2,7.952270977675135,2017.0,2016.0,4.75,10.405357142857143,28.0,133.0
2018,229,"JACKSON, EDWIN",BUD,False,29,2,4,5.333333333333333,7.471241614428682,0.1836734693877551,9.0,14.557407407407409,1,7.952270977675135,2017.0,,8.733333333333333,26.397222222222226,30.0,262.0
2018,LEM,"RADOSEVIC, LEON",MUN,False,28,1,1,6.9,7.338446240697973,0.5833333333333334,56.0,18.880952380952383,2,7.952270977675135,2017.0,2016.0,4.724137931034483,15.392528735632183,29.0,137.0
2018,7866,"MITOGLOU, KONSTANTINOS",PAN,False,22,-5,25,0.5,7.274791797886486,0.09090909090909091,4.0,3.1083333333333334,1,7.952270977675135,2017.0,,4.36,14.503333333333332,25.0,109.0
2018,8348,"PAYNE, ADREIAN",PAN,False,27,0,0,3.875,7.272725814729279,0.16666666666666666,8.0,10.258333333333333,1,7.952270977675135,2017.0,,2.0,6.829166666666666,4.0,8.0
2018,4094,"DEMIR, BERK",DAR,False,23,-4,16,1.8,7.268685313489009,0.1111111111111111,5.0,6.813333333333334,1,7.952270977675135,2017.0,,2.2142857142857144,9.132142857142856,28.0,62.0
2018,7768,"LEVI, NIMROD",TEL,False,23,-4,16,1.4,7.224240869044564,0.1111111111111111,5.0,4.3166666666666655,1,7.952270977675135,2016.0,,0.4,2.2566666666666664,5.0,2.0
2018,JUG,"RIBAS, PAU",BAR,False,31,4,16,6.242857142857143,7.219665048467424,0.42857142857142855,30.0,14.656785714285713,2,7.952270977675135,2017.0,2016.0,4.954545454545454,17.561363636363637,22.0,109.0
2018,4264,"BOST, DEE",KHI,False,29,2,4,2.333333333333333,7.219366067543595,0.13043478260869565,6.0,7.852777777777778,1,7.952270977675135,2017.0,,7.739130434782608,23.562318840579707,23.0,178.0
2018,4004,"GUDURIC, MARKO",ULK,False,23,-4,16,6.719310344827586,7.217476257089222,0.5959595959595959,59.0,17.540954022988508,2,7.952270977675135,2017.0,2016.0,9.566666666666666,21.000555555555557,30.0,287.0
2018,556,"CLAVER, VICTOR",BAR,False,30,3,9,6.612962962962962,7.201669782616665,0.5604395604395604,51.0,18.392824074074078,2,7.952270977675135,2017.0,2016.0,7.5,21.325,30.0,225.0
2018,2582,"TOUPANE, AXEL",OLY,False,26,-1,1,6.107142857142857,7.1925123398089035,0.4117647058823529,28.0,15.6,1,7.952270977675135,2017.0,,3.3076923076923075,13.59871794871795,26.0,86.0
2018,2543,"WESTERMANN, LEO",ZAL,False,26,-1,1,6.4,7.148082398879583,0.5180722891566265,43.0,18.201333333333334,2,7.952270977675135,2017.0,2016.0,6.739130434782608,16.722463768115944,23.0,155.0
2018,JUJ,"HUERTAS, MARCELINHO",BAS,False,35,8,64,5.84,7.139859063184699,0.38461538461538464,25.0,15.452,1,7.952270977675135,2017.0,,9.366666666666667,19.521666666666665,30.0,281.0
2018,5014,"JENKINS, CHARLES",KHI,False,29,2,4,6.586666666666668,7.132908391070055,0.6,60.0,23.15111111111111,2,7.952270977675135,2017.0,2016.0,7.137931034482759,24.441954022988508,29.0,207.0
2018,4866,"KALINIC, NIKOLA",ULK,False,27,0,0,6.275824175824176,7.103699139701193,0.5061728395061729,41.0,19.08763736263736,2,7.952270977675135,2017.0,2016.0,10.933333333333334,25.732222222222223,30.0,328.0
2018,1960,"CARROLL, JAYCEE",MAD,False,35,8,64,6.52,7.092908391070054,0.6,60.0,16.066777777777776,2,7.952270977675135,2017.0,2016.0,6.807692307692308,16.830128205128204,26.0,177.0
2018,7994,"GARINO, PATRICIO",BAS,False,25,-2,4,5.157894736842105,7.052387103508566,0.3220338983050847,19.0,15.996491228070177,1,7.952270977675135,2017.0,,3.571428571428572,12.747619047619049,14.0,50.0
2018,464,"PAPPAS, NIKOS",PAN,False,28,1,1,6.381868131868132,7.050124661998772,0.574468085106383,54.0,17.9364652014652,2,7.952270977675135,2017.0,2016.0,4.157894736842105,17.959649122807015,19.0,79.0
2018,JPF,"SAVAS, OGUZ",DAR,False,31,4,16,2.375,7.022725814729279,0.16666666666666666,8.0,6.41875,1,7.952270977675135,2016.0,,4.962962962962963,13.473456790123455,27.0,134.0
2018,3479,"KUZMIC, OGNJEN",MAD,False,28,1,1,5.86,7.022372765375074,0.4444444444444444,32.0,11.138888888888888,2,7.952270977675135,2017.0,2016.0,2.0,6.81,5.0,10.0
2018,2744,"TILLIE, KIM",CAN,False,30,3,9,5.944827586206896,7.015464061656624,0.4666666666666667,35.0,17.535229885057472,2,7.952270977675135,2017.0,2016.0,5.413793103448276,17.03965517241379,29.0,157.0
2018,3210,"LEKAVICIUS, LUKAS",PAN,False,24,-3,9,6.293333333333333,6.956908391070054,0.6,60.0,14.986444444444444,2,7.952270977675135,2017.0,2016.0,3.933333333333333,10.916666666666666,30.0,118.0
2018,LHI,"VORONTSEVICH, ANDREY",CSK,False,31,4,16,6.136,6.900745674810583,0.5789473684210527,55.0,17.148888888888887,2,7.952270977675135,2017.0,2016.0,1.8666666666666667,10.412222222222224,15.0,28.0
2018,KIW,"CINCIARINI, ANDREA",MIL,False,32,5,25,5.957608695652174,6.8746948023293974,0.5402298850574713,47.0,15.57786231884058,2,7.952270977675135,2017.0,2016.0,2.4285714285714284,11.228571428571428,14.0,34.0
2018,2561,"RADICEVIC, NIKOLA",CAN,False,24,-3,9,1.8888888888888888,6.838588553204192,0.1836734693877551,9.0,12.344444444444443,1,7.952270977675135,2017.0,,6.0,16.915476190476188,14.0,84.0
2018,KPD,"MILAKNIS, ARTURAS",ZAL,False,32,5,25,6.033333333333333,6.800908391070054,0.6,60.0,21.937111111111108,2,7.952270977675135,2017.0,2016.0,5.633333333333334,23.13,30.0,169.0
2018,3573,"ZUBKOV, ANDREY",KHI,False,27,0,0,2.7857142857142856,6.612793316796396,0.25925925925925924,14.0,10.409523809523808,1,7.952270977675135,2017.0,,5.08,15.732,25.0,127.0
2018,2276,"KULAGIN, MIKHAIL",CSK,False,24,-3,9,2.0666666666666664,6.594054598211642,0.23076923076923078,12.0,5.893888888888889,2,7.952270977675135,2017.0,2016.0,-0.2222222222222222,5.77037037037037,9.0,-2.0
2018,3453,"THOMPSON, DEON",ZAL,False,30,3,9,4.384615384615385,6.546830895560689,0.3939393939393939,26.0,11.04551282051282,1,7.952270977675135,2016.0,,6.230769230769231,13.12051282051282,13.0,81.0
2018,494,"GULER, SINAN",ULK,False,35,8,64,5.126666666666667,6.539468822170901,0.5,40.0,15.726777777777777,2,7.952270977675135,2017.0,2016.0,1.2142857142857142,4.902380952380953,14.0,17.0
2018,436,"BERTANS, DAIRIS",MIL,False,29,2,4,5.514285714285714,6.530112907364639,0.5833333333333334,56.0,17.448452380952382,2,7.952270977675135,2017.0,2016.0,5.090909090909091,16.63181818181818,22.0,112.0
2018,5368,"YUSTA, SANTI",MAD,False,21,-6,36,2.4285714285714284,6.520200724203804,0.25925925925925924,14.0,6.958333333333335,1,7.952270977675135,2017.0,,2.4,8.423333333333334,5.0,12.0
2018,TFX,"VOUGIOUKAS, IAN",PAN,False,33,6,36,4.517241379310345,6.508562885608773,0.42028985507246375,29.0,8.53735632183908,1,7.952270977675135,2017.0,,4.555555555555555,8.518518518518519,18.0,82.0
2018,5942,"DANGUBIC, NEMANJA",MUN,False,25,-2,4,5.0,6.440132184231773,0.5121951219512195,42.0,19.848333333333333,2,7.952270977675135,2017.0,2016.0,3.8666666666666663,14.820555555555556,30.0,116.0
2018,7947,"VILDOZA, LUCA",BAS,False,23,-4,16,3.4,6.434847318450091,0.3333333333333333,20.0,13.1475,1,7.952270977675135,2017.0,,10.366666666666667,22.546666666666667,30.0,311.0
2018,7992,"JEFFERSON, CORY",CAN,False,28,1,1,1.6153846153846154,6.397940360509536,0.24528301886792453,13.0,11.501282051282052,1,7.952270977675135,2017.0,,2.0,12.666666666666668,5.0,10.0
2018,6625,"ZOOSMAN, YOVEL",TEL,False,20,-7,49,1.9285714285714288,6.390571094574174,0.25925925925925924,14.0,8.041666666666666,1,7.952270977675135,2017.0,,3.6666666666666665,14.77,30.0,110.0
