season,club,budget,secs,status,sol_status,lp_obj,q_plan,q_club_actual,q_club_greedy,adv_F_exact,adv_E_exact,adv_F_gap,clipped,n
2024,ASV,15.250283115149077,114.8619122505188,Optimal,1,120.3426980413844,99.55360489778266,83.63396176470587,100.75366166402485,0.1903490256489917,-0.011910800524986498,0.1903490256489917,38.13523764705882,12
2024,BAR,17.785828832068283,70.19446873664856,Optimal,1,124.7903477205273,112.74530625440092,97.76470588235294,107.2047391464168,0.15323117107389628,0.051682109877782434,0.1532311710738962,24.488487294117647,12
2024,BAS,14.257044574225803,157.23611330986023,Optimal,1,118.18359291608465,96.89409847393492,90.02941176470586,105.17839559611767,0.07624937867160675,-0.07876424692761275,0.0762493786716067,31.001298176470584,12
2024,BER,15.850780091742623,260.874103307724,Optimal,1,121.53716334416676,102.09807127323491,76.6470588235294,91.65478216166753,0.332054652068299,0.11394156273424705,0.3982451376311062,35.351065794117645,12
2024,IST,17.39564294376784,75.67777752876282,Optimal,1,123.98692441612893,108.68459194635966,99.26470588235294,112.23118917550518,0.09489662997814174,-0.03160081662860592,0.0948966299781417,31.87971517647059,12
2024,MAD,19.261832587844438,7.83648681640625,Optimal,1,127.06800721987196,111.34032070547273,90.97403333333334,106.33832534382056,0.22386923637337608,0.04703850042286617,0.223869236373376,29.887360252941175,12
2024,MCO,16.326708537093523,94.78415393829346,Optimal,1,122.4467202601814,100.216502654451,90.70294607843138,103.02263323293865,0.10488696329436964,-0.027238000917165994,0.1048869632943696,41.558937647058826,12
2024,MIL,18.017309574759572,43.58121848106384,Optimal,1,125.40482598993366,112.44351011758464,94.0,105.29226544130543,0.1962075544423898,0.06791804361228815,0.1962075544423898,25.08826082352941,12
2024,MUN,13.04776138608284,85.97438144683838,Optimal,1,115.73507507718301,96.43658467392616,90.52941176470588,103.44085006467614,0.06525142264895689,-0.06771275938249322,0.0652514226489568,24.636920352941175,12
2024,OLY,19.93064803700436,2.219872236251831,Optimal,1,127.83378589833075,108.75904164905434,100.02941176470587,114.07006047013122,0.08727063101083443,-0.04655927067267185,0.0872706310108344,30.25695698823529,12
2024,PAN,19.010586532359113,13.61173939704895,Optimal,1,126.81133382784549,109.05869777716723,101.82499607843138,116.4923567338546,0.07104053009895561,-0.06381241795692028,0.0710405300989556,27.99015355294117,12
2024,PAR,13.663122369446011,218.16197156906128,Optimal,1,116.84197791548979,88.72859480872248,88.52941176470587,100.8873786847468,0.0022499081383935415,-0.12051838430670436,0.1415726222240285,48.95637294117647,12
2024,PRS,13.287523895807656,129.278578042984,Optimal,1,116.01365465391848,94.90949852262689,86.94117647058823,101.07963265572403,0.09165187745917258,-0.06104230863315996,0.0498916158598439,29.96174158823529,12
2024,RED,14.64856929308144,130.36335825920105,Optimal,1,118.87213149738209,113.51370746960991,86.61368872549019,102.70310886657074,0.3105746809765315,0.10526067538115158,0.3105746809765315,14.773449294117645,12
2024,TEL,16.008862304633407,62.76505732536316,Optimal,1,121.94248662431733,107.51953323068416,92.38235294117648,103.96548827991204,0.1638535911630885,0.03418485316207409,0.1638535911630885,23.310844117647058,12
2024,ULK,21.17607053510112,1.807121753692627,Optimal,1,128.23168577626325,113.30658349661424,87.28462205882353,96.2430708049876,0.2981276750016033,0.17729601257426175,0.2551416703858487,29.015613111764708,12
2024,VIR,14.966382829156883,176.90764617919922,Optimal,1,119.61190063461464,101.10403306267825,83.09292892156864,100.32940087886014,0.2167585662807756,0.0077208891614275466,0.2167585662807756,23.028511117647056,12
2024,ZAL,14.373159542520888,120.40486860275269,Optimal,1,118.41466396445544,114.98697575501085,75.97058823529412,93.63259775687106,0.5135722708750945,0.2280656364313327,0.5135722708750945,3.9978882352941163,12
2025,ASV,12.653199353556696,67.38232445716858,Optimal,1,116.65275067251808,114.37551620579075,72.80171403508771,83.88323461171942,0.5710552659607164,0.36350865265526155,0.5710552659607164,1.0691105789473703,12
2025,BAR,18.840149659585016,33.32853937149048,Optimal,1,126.77367341529748,120.76469241793485,91.07894736842104,101.95399526052351,0.3259342131989382,0.1845018148562425,0.3259342131989382,25.644373894736844,12
2025,BAS,17.441834766054342,23.303722381591797,Optimal,1,125.66229859607691,109.86946330279414,92.47368421052632,104.35555433358081,0.18811599473710228,0.05283771433562312,0.1881159947371022,28.948024315789475,12
2025,DUB,17.37370256743635,22.010748624801636,Optimal,1,125.66229859607691,109.86946330279414,94.76315789473684,112.98495427241697,0.1594111650947454,-0.027574388020825236,0.1594111650947454,28.948024315789475,12
2025,HTA,18.919579862823614,34.42194700241089,Optimal,1,126.77367341529748,120.76469241793485,95.6578947368421,110.0969663196915,0.26246445993989687,0.0968939150173056,0.2624644599398968,25.644373894736844,12
2025,IST,17.664539964542104,35.477367639541626,Optimal,1,125.87612981765604,105.92684418111713,82.8157894736842,91.85436212782773,0.27906580199633035,0.15320428695270505,0.2790658019963303,29.018009842105265,12
2025,MAD,17.772940762715002,40.52731490135193,Optimal,1,126.17126569900829,107.93109032219837,100.0817298245614,119.0759325037891,0.07842950467979048,-0.09359441448200367,0.0784295046797904,31.513355421052633,12
2025,MCO,16.64519013186443,27.194098949432373,Optimal,1,124.83826209606997,107.72931484242956,103.07894736842105,110.94063957944178,0.04511461935469052,-0.028946333365174715,0.0451146193546905,28.948024315789475,12
2025,MIL,18.11575292695087,39.259055376052856,Optimal,1,126.17126569900829,107.93109032219837,93.60526315789474,102.92664356297863,0.15304510324530174,0.048621489888161395,0.1530451032453017,31.513355421052633,12
2025,MUN,12.730885465643025,54.32268452644348,Optimal,1,116.65275067251808,114.37551620579075,82.9736842105263,93.97243664141058,0.37845531741834737,0.21711770273911557,0.3784553174183473,1.0691105789473703,12
2025,OLY,25.26467729042303,1.1788287162780762,Optimal,1,129.32224174691,119.54446605879868,106.4736842105263,124.96879873559902,0.12276067974155969,-0.04340549586522635,0.1227606797415596,29.128774315789475,12
2025,PAM,14.628183706269548,90.65462517738342,Optimal,1,121.21805580558393,111.92938264060894,99.60526315789474,112.10958356759087,0.1237296011474609,-0.001607364163236702,0.1297881829547806,4.002882763157896,12
2025,PAN,22.992347467289513,2.4663102626800537,Optimal,1,129.2290950518623,116.01677717447008,96.76315789473682,109.09160299643439,0.19897675622242694,0.06348035951274844,0.1989767562224269,30.643121315789475,12
2025,PAR,18.586977550651042,45.34225797653198,Optimal,1,126.47244061207809,110.68853065037743,84.18421052631578,95.06384554701992,0.31483718809451156,0.1643599100525479,0.3148371880945115,26.504651736842106,12
2025,PRS,12.931895735877134,57.87407422065735,Optimal,1,117.23129566834635,107.85270432773723,89.39473684210526,107.80950300522156,0.20647711641272148,0.0004007190582593356,0.2064771164127214,5.71130552631579,12
2025,RED,18.706860229596735,35.45617604255676,Optimal,1,126.47587553624514,117.27562139560712,89.88187017543859,108.98102429883407,0.3047750471446491,0.0761104710672258,0.3047750471446491,26.504651736842106,12
2025,TEL,14.66307797283456,103.15413904190063,Optimal,1,121.21805580558393,111.92938264060894,96.39473684210526,106.10400301007697,0.16115657667025385,0.0549025434033692,0.1611565766702538,4.002882763157896,12
2025,ULK,15.608660247407093,70.30346894264221,Optimal,1,123.03361156288344,103.80091497683185,83.10526315789473,98.6571232923133,0.24902937590867968,0.05213806680008193,0.2490293759086796,29.693632894736844,12
2025,VIR,14.071734366636068,157.80029463768005,Optimal,1,120.04756831424925,118.00485537779448,85.94736842105263,102.27171495904284,0.372989744138454,0.15383667346394225,0.2766030142279791,3.634441684210529,12
2025,ZAL,12.461861089280905,52.965067863464355,Optimal,1,115.97865087875725,111.8553400701068,96.76315789473685,112.43852828772614,0.15597033523634973,-0.005186729375601384,0.1559703352363497,5.71130552631579,12
