season,player_code,player_name,age,is_traded,games,games_started,start_rate,minutes,min_per_game,sum_pir,pir_per_game,gmax,frac,ppm,minutes_tot,frac_lag,min_pg_lag,ppm_lag,mins_lag,season_lag,el_seasons_lag,age_c,gap,log_gap,ppm_lag_shrunk,pir_lag_shrunk,el_seasons,team,position,cost,avail,ppm_sd,ppm_true,is_newcomer,avail_true,pc,code,real,model,err_m,err_log,club,chosen
2025,10392,"LARENTZAKIS, GIANNOULIS",32,False,7.0,0.0,0.0,20.933333333333334,2.9904761904761905,0.0,0.0,38.0,0.18421052631578946,0.4124132689087922,20.933333333333334,0.4117647058823529,7.264285714285714,0.5309734513274337,101.7,2024.0,4,5.0,1.0,0.0,0.46294227820008693,6.132325029714371,4,OLY,G,0.7845622290695526,0.5215693001386505,0.0,0.0,False,0.18421052631578946,10392,10392,0.7,0.45905062923788303,-0.24094937076211692,-0.421919827715319,OLY,False
2025,10568,"JONES, CHRIS",32,False,38.0,4.0,0.1052631578947368,760.85,20.022368421052636,442.0,11.63157894736842,38.0,1.0,0.498112002121154,760.8500000000001,0.9705882352941176,25.795454545454547,0.5145374449339206,851.25,2023.0,3,5.0,2.0,0.6931471805599453,0.49137771748932785,11.755481576791354,3,HTA,G,2.4102862978923043,0.8336240507855213,0.0,0.5809292238943284,False,1.0,10568,10568,1.1,1.4102685557563617,0.3102685557563616,0.24846997152501615,HTA,False
2025,10781,"LUNDBERG, IFFE",31,False,16.0,9.0,0.5625,390.2,24.3875,198.0,12.375,38.0,0.42105263157894735,0.3355726589280786,390.2,0.7647058823529411,24.91217948717949,0.2948820214600005,647.7166666666667,2024.0,4,4.0,1.0,0.0,0.35747407942212284,8.02478810309404,4,TEL,G,1.1897220139521443,0.8125587016253373,0.0,0.5074320861096874,False,0.42105263157894735,10781,10781,0.5,0.6961113075384577,0.19611130753845774,0.3309014737498693,TEL,False
2025,11052,"MADAR, YAM",25,False,14.0,5.0,0.3571428571428571,144.26666666666668,10.304761904761904,44.0,3.142857142857143,38.0,0.3684210526315789,0.4219317164520796,144.26666666666665,0.14705882352941177,11.94,0.38525963149078724,59.699999999999996,2024.0,3,-2.0,1.0,0.0,0.4402692856248537,6.83994666833417,3,HTA,G,0.8173475998974896,0.5261880216008502,0.0,0.3049907578558226,False,0.3684210526315789,11052,11052,1.2,0.4782334863150207,-0.7217665136849792,-0.9199777574506894,HTA,False
2025,11078,"THOMPSON, DARIUS",30,False,38.0,19.0,0.5,731.6833333333333,19.254824561403503,405.0,10.657894736842104,38.0,1.0,0.47126766193254055,731.683333333333,1.0,26.70637254901961,0.4647491786127273,908.0166666666667,2024.0,3,3.0,1.0,0.0,0.45905567301554073,10.33221262899307,3,PAM,G,1.7623020922513108,0.8654061630333129,0.0,0.5535181430946905,False,1.0,11078,11078,2.5,1.0311302971016263,-1.4688697028983737,-0.8856351554825049,IST,False
2025,11157,"MOTLEY, JOHNATHAN",30,False,32.0,6.0,0.1875,497.9,15.559375,286.0,8.9375,38.0,0.8421052631578947,0.5837599822762636,497.9,0.9705882352941176,19.560606060606062,0.6537567776917118,645.5,2023.0,2,3.0,2.0,0.6931471805599453,0.5690600227138183,12.039373074119016,2,HTA,C,2.2875053720152714,0.7868355921272845,0.0,0.5744125326370757,False,0.8421052631578947,11157,11157,1.5,1.3384289244385186,-0.16157107556148143,-0.11396862644490102,HTA,False
2025,11193,"BLATT, TAMIR",28,False,38.0,15.0,0.3947368421052631,738.3333333333334,19.42982456140351,336.0,8.842105263157896,38.0,1.0,0.48158757999498925,738.3333333333334,0.7647058823529411,24.183333333333334,0.48189577479722195,628.7666666666667,2024.0,3,1.0,1.0,0.0,0.46757586275962165,9.381967449847934,3,TEL,G,1.4298412331042754,0.8126106568995386,0.0,0.455079006772009,False,1.0,11193,11193,0.7,0.8366060631611161,0.13660606316111612,0.17827297132202688,TEL,False
2025,11194,"PETRUSEV, FILIP",25,False,38.0,30.0,0.7894736842105263,892.8833333333333,23.4969298245614,584.0,15.36842105263158,38.0,1.0,0.6514677110623572,892.8833333333331,0.9117647058823529,19.549462365591395,0.7227325229635334,606.0333333333333,2024.0,3,-2.0,1.0,0.0,0.6054782881376737,9.969925437060065,3,DUB,F,1.6272905669324504,0.8081868482203727,0.0,0.6540608142161165,False,1.0,11194,11194,1.0,0.952134491089539,-0.04786550891046104,-0.04904898201586554,OLY,True
2025,11204,"GRANT, JERIAN",33,False,36.0,26.0,0.7222222222222222,851.5,23.65277777777778,298.0,8.277777777777779,38.0,0.9473684210526315,0.4026158668241339,851.5,1.0,26.37254901960784,0.3970260223048328,896.6666666666665,2024.0,2,6.0,1.0,0.0,0.4139147932299416,9.9618422586227,2,PAN,G,1.448309762523652,0.8586435901519265,0.0,0.3499706400469759,False,0.9473684210526315,11204,11204,1.2,0.8474120766765993,-0.3525879233234006,-0.3478897462376981,PAN,False
2025,11218,"EVANS, KEENAN",29,False,1.0,0.0,0.0,2.0166666666666666,2.0166666666666666,0.0,0.0,38.0,0.02631578947368421,0.6442873130397333,2.0166666666666666,1.0,27.387254901960784,0.6679792375156614,931.1666666666666,2023.0,2,2.0,2.0,0.6931471805599453,0.5961664690838575,13.789878724519246,2,OLY,G,3.3621470038064216,0.854586142532335,0.0,0.0,False,0.02631578947368421,11218,11218,0.5,1.9672062208729864,1.4672062208729864,1.3697615547729742,OLY,True
