season,club,side,player_code,ppm_true,avail_true,cost,position,minutes_alloc
2024,ASV,club,10316,0.187395713002182,0.7941176470588235,0.9250293452386599,F,11.457352941176472
2024,ASV,club,10545,0.5653742731723012,0.9705882352941176,0.9250293452386599,C,21.328921568627454
2024,ASV,club,11225,0.3196878821405695,0.7647058823529411,1.5217595237025707,G,16.83627450980392
2024,ASV,club,12263,0.2044790652385589,0.14705882352941177,0.9250293452386599,F,1.0068627450980392
2024,ASV,club,12731,0.3631028791490923,0.4117647058823529,0.790609762294051,C,8.019117647058824
2024,ASV,club,13371,0.2662109901969601,1.0,0.9250293452386599,G,16.351470588235294
2024,ASV,club,13372,0.1862136556680823,0.17647058823529413,0.9250293452386599,F,3.000980392156863
2024,ASV,club,13377,0.2215657311669128,0.17647058823529413,0.9250293452386599,C,0.6637254901960785
2024,ASV,club,13405,0.4055622919945306,0.7352941176470589,0.9250293452386599,F,19.000490196078434
2024,ASV,club,2100,0.6358279167404335,0.9411764705882353,1.8011551454327555,G,19.38186274509804
2024,ASV,club,229,0.1179673321234119,0.6470588235294118,0.5645904901201819,G,9.723529411764707
2024,ASV,club,3526,0.1652119700748129,0.9705882352941176,0.5693094700079299,G,18.870588235294118
2024,ASV,club,4194,0.655112651646447,0.5588235294117647,1.2788495509902817,C,11.313725490196079
2024,ASV,club,7027,0.7456758488148623,0.9705882352941176,0.8065302332390644,G,26.78186274509804
2024,ASV,club,8991,0.3111315971421987,0.8235294117647058,0.6471217475715838,C,8.507843137254902
2024,ASV,club,9818,0.2891566265060241,0.2647058823529412,0.7951517751200377,F,3.458333333333334
2024,ASV,engine,11209,0.15316541865214434,0.7941176470588235,0.4374545366692682,F,0.0
2024,ASV,engine,12201,0.6597066776498397,0.9705882352941176,1.5831558137733386,F,27.408529
2024,ASV,engine,1518,0.21505376344086022,0.9411764705882353,0.39190589478996396,F,0.0
2024,ASV,engine,3196,0.6569832402234637,0.8529411764705882,1.4332501840449334,C,25.179616
2024,ASV,engine,3469,0.8047690014903129,0.9411764705882353,3.562017278840472,F,27.623572
2024,ASV,engine,4887,0.6385494678754433,1.0,1.3177388998654538,C,25.592786
2024,ASV,engine,6540,0.5786739365258989,0.8529411764705882,2.292834573125045,F,26.669088
2024,ASV,engine,848,0.4566338161540351,0.7647058823529411,1.44330778905155,G,25.955291
2024,ASV,engine,8829,0.532901251237735,1.0,1.2235386258793095,F,27.56091
2024,ASV,engine,8850,0.16432217104444166,0.4117647058823529,0.36967814771119006,F,0.0
2024,ASV,engine,8985,0.39459588144268537,0.7352941176470589,0.7250759375419125,G,14.010208
2024,ASV,engine,LUO,0.24261275272161742,0.29411764705882354,0.405818286021018,G,0.0
2024,BAR,club,10106,0.4725016049646907,0.7352941176470589,0.9250293452386599,G,11.453431372549021
2024,BAR,club,11666,0.412105602060528,0.4411764705882353,0.8348294033282778,G,2.2838235294117646
2024,BAR,club,12317,-0.5240174672489083,0.029411764705882353,0.9250293452386599,G,0.11225490196078428
2024,BAR,club,12745,0.4698529015571959,1.0,1.0015371498732026,F,27.29264705882353
2024,BAR,club,12795,0.4363217255289371,0.9411764705882353,0.6874054731072876,F,17.863235294117647
2024,BAR,club,13379,0.5884595390746837,0.7058823529411765,0.9250293452386599,C,14.144607843137257
2024,BAR,club,13505,1.1267605633802815,0.058823529411764705,0.9250293452386599,G,0.20882352941176469
2024,BAR,club,2939,0.4359179547656152,1.0,1.4352058020763736,G,23.27745098039216
2024,BAR,club,3196,0.6569832402234637,0.8529411764705882,1.4332501840449334,C,13.161764705882351
2024,BAR,club,3478,0.2630331753554502,0.9411764705882353,0.7068739012326695,F,16.549019607843135
2024,BAR,club,6435,0.601589103291714,0.11764705882352941,1.442858313359842,G,2.591176470588235
2024,BAR,club,6568,0.3968705547652916,0.7058823529411765,1.5618795789520536,C,6.892156862745098
2024,BAR,club,7464,0.3576289482329751,0.7647058823529411,0.5829453150161704,F,10.444607843137252
2024,BAR,club,925,0.5549420209828824,0.6470588235294118,1.9090449384189625,C,14.203921568627456
2024,BAR,club,9862,0.6138552585773411,0.9411764705882353,1.867398783763562,G,25.346078431372547
2024,BAR,club,9992,0.4686237543765149,0.9117647058823529,0.622482607940308,G,16.38088235294118
2024,BAR,engine,11209,0.15316541865214434,0.7941176470588235,0.4374545366692682,F,0.0
2024,BAR,engine,1133,0.6373845553483936,0.8235294117647058,2.015073464055126,F,27.477754
2024,BAR,engine,12201,0.6597066776498397,0.9705882352941176,1.5831558137733386,F,27.408529
2024,BAR,engine,1518,0.21505376344086022,0.9411764705882353,0.39190589478996396,F,0.0
2024,BAR,engine,3196,0.6569832402234637,0.8529411764705882,1.4332501840449334,C,25.179616
2024,BAR,engine,3469,0.8047690014903129,0.9411764705882353,3.562017278840472,F,27.623572
2024,BAR,engine,6540,0.5786739365258989,0.8529411764705882,2.292834573125045,F,26.669088
2024,BAR,engine,7200,0.6028482395084022,0.6764705882352942,2.6557768728535365,G,28.613482
2024,BAR,engine,8850,0.16432217104444166,0.4117647058823529,0.36967814771119006,F,0.0
2024,BAR,engine,8985,0.39459588144268537,0.7352941176470589,0.7250759375419125,G,10.629139
2024,BAR,engine,925,0.5549420209828825,0.6470588235294118,1.9090449384189625,C,26.398819
2024,BAR,engine,LUO,0.24261275272161742,0.29411764705882354,0.405818286021018,G,0.0
2024,BAS,club,10784,0.0,0.17647058823529413,0.9250293452386599,F,0.778921568627451
2024,BAS,club,10788,-0.1904761904761904,0.058823529411764705,0.9250293452386599,G,0.15441176470588236
2024,BAS,club,11085,0.5148546911681373,0.9705882352941176,0.6532034083534388,F,18.166176470588233
