season,team,sum_pir,pir_per_round,pir_z,wins,win_pct,win_pct_z,team_games,n_players,total_minutes,expected_minutes,minutes_coverage,is_covid_season
2023,PAN,3084.0,90.70588235294117,0.5879485375382324,23,0.6764705882352942,1.1120437137873873,34,16,6875.0,6800,1.0110294117647058,0
2023,BAR,3124.0,91.88235294117646,0.7421645473843257,22,0.6470588235294118,0.9267030948228226,34,16,6800.0,6800,1.0,0
2023,OLY,3031.0,89.1470588235294,0.3836123244921577,22,0.6470588235294118,0.9267030948228226,34,16,6816.983333333334,6800,1.002497549019608,0
2023,TEL,3268.0,96.11764705882354,1.2973421828302651,20,0.5882352941176471,0.5560218568936933,34,14,6825.0,6800,1.0036764705882353,0
2023,ULK,3083.0,90.67647058823529,0.5840931372920799,20,0.5882352941176471,0.5560218568936933,34,16,6900.0,6800,1.0147058823529411,0
2023,BAS,3077.0,90.5,0.5609607358151664,18,0.5294117647058824,0.18534061896456397,34,15,6825.0,6800,1.0036764705882353,0
2023,IST,3111.0,91.5,0.692044344184346,17,0.5,-6.996160367473078e-16,34,17,6718.25,6800,0.9879779411764706,0
2023,VIR,2746.0,80.76470588235294,-0.7151767456612595,17,0.5,-6.996160367473078e-16,34,14,6454.733333333334,6800,0.9492254901960785,0
2023,PAR,2931.0,86.20588235294117,-0.0019277001230762819,16,0.47058823529411764,-0.18534061896456538,34,14,6748.616666666667,6800,0.9924436274509804,0
2023,MIL,2615.0,76.91176470588235,-1.2202341779072174,15,0.4411764705882353,-0.37068123792913005,34,16,6294.15,6800,0.9256102941176471,0
2023,PAM,2561.0,75.32352941176471,-1.428425791199443,14,0.4117647058823529,-0.5560218568936948,34,17,6621.616666666667,6800,0.9737671568627451,0
2023,ZAL,2683.0,78.91176470588235,-0.958066961168858,14,0.4117647058823529,-0.5560218568936948,34,16,6732.85,6800,0.990125,0
2023,MUN,2772.0,81.52941176470588,-0.6149363392612985,13,0.38235294117647056,-0.7413624758582594,34,16,6805.466666666666,6800,1.0008039215686273,0
2023,RED,2788.0,82.0,-0.5532499353228613,11,0.3235294117647059,-1.1120437137873884,34,17,6465.033333333333,6800,0.9507401960784313,0
2023,ASV,2824.0,83.05882352941177,-0.4144555264613764,9,0.2647058823529412,-1.4827249517165177,34,15,6850.0,6800,1.0073529411764706,0
2023,BER,2499.0,73.5,-1.6674606064608888,5,0.14705882352941177,-2.224087427574776,34,15,6555.183333333333,6800,0.9639975490196079,0
2024,OLY,3355.0,98.67647058823529,1.2117152562681435,24,0.7058823529411765,1.4222994691050517,34,15,6645.883333333333,6800,0.9773357843137255,0
2024,ULK,2991.0,87.97058823529412,0.03641424086194437,23,0.6764705882352942,1.2191138306614726,34,19,6800.0,6800,1.0,0
2024,PAN,3311.0,97.38235294117646,1.0696459027575036,22,0.6470588235294118,1.0159281922178938,34,16,6519.133333333333,6800,0.9586960784313725,0
2024,MCO,2980.0,87.6470588235294,0.0008969024842840445,21,0.6176470588235294,0.8127425537743149,34,15,6265.466666666666,6800,0.921392156862745,0
2024,BAR,3324.0,97.76470588235294,1.1116209390220115,20,0.5882352941176471,0.609556915330736,34,16,6875.0,6800,1.0110294117647058,0
2024,IST,3375.0,99.26470588235294,1.2762922351366164,20,0.5882352941176471,0.609556915330736,34,16,6825.0,6800,1.0036764705882353,0
2024,MAD,3204.0,94.23529411764706,0.7241590658111765,20,0.5882352941176471,0.609556915330736,34,17,6850.0,6800,1.0073529411764706,0
2024,MUN,3078.0,90.52941176470588,0.31732409893980007,19,0.5588235294117647,0.4063712768871571,34,16,6800.0,6800,1.0,0
2024,PRS,2956.0,86.94117647058823,-0.07659547215788266,19,0.5588235294117647,0.4063712768871571,34,15,6800.0,6800,1.0,0
2024,RED,2576.0,75.76470588235294,-1.3035580706588596,18,0.5294117647058824,0.20318563844357815,34,15,6337.433333333333,6800,0.9319754901960784,0
2024,MIL,3200.0,94.11764705882354,0.7112436700374828,17,0.5,-7.669766718489603e-16,34,17,6787.05,6800,0.9980955882352941,0
2024,PAR,3010.0,88.52941176470588,0.09776237078699361,16,0.47058823529411764,-0.20318563844357967,34,15,6800.0,6800,1.0,0
2024,ZAL,2583.0,75.97058823529412,-1.2809561280548944,15,0.4411764705882353,-0.4063712768871586,34,17,6825.0,6800,1.0036764705882353,0
2024,BAS,3061.0,90.02941176470588,0.2624336669015985,14,0.4117647058823529,-0.6095569153307375,34,15,6825.0,6800,1.0036764705882353,0
2024,ASV,2850.0,83.82352941176471,-0.41885346016078606,13,0.38235294117647056,-0.8127425537743164,34,17,6825.0,6800,1.0036764705882353,0
2024,TEL,2783.0,81.8529411764706,-0.6351863393701687,11,0.3235294117647059,-1.219113830661474,34,15,6164.033333333333,6800,0.9064754901960783,0
2024,VIR,2850.0,83.82352941176471,-0.41885346016078606,9,0.2647058823529412,-1.6254851075486316,34,15,6825.0,6800,1.0036764705882353,0
2024,BER,2148.0,63.1764705882353,-2.6855054184441705,5,0.14705882352941177,-2.438227661322947,34,18,6108.816666666667,6800,0.8983553921568628,0
2025,OLY,3817.0,100.44736842105263,1.0128986300959153,26,0.6842105263157895,1.4627843283500053,38,17,6971.05,7600,0.9172434210526316,0
2025,PAM,3782.0,99.52631578947368,0.9225073703984218,25,0.6578947368421053,1.253815138585719,38,16,7646.066666666667,7600,1.0060614035087718,0
2025,MAD,3807.0,100.1842105263158,0.9870725558966321,24,0.631578947368421,1.044845948821432,38,16,7547.916666666667,7600,0.9931469298245614,0
2025,ULK,3027.0,79.65789473684211,-1.027361231647516,24,0.631578947368421,1.044845948821432,38,16,7378.566666666667,7600,0.9708640350877192,0
2025,HTA,3635.0,95.65789473684211,0.5428640796689481,23,0.6052631578947368,0.8358767590571456,38,17,7650.0,7600,1.006578947368421,0
2025,ZAL,3677.0,96.76315789473684,0.6513335913059396,23,0.6052631578947368,0.8358767590571456,38,14,7650.0,7600,1.006578947368421,0
2025,MCO,3917.0,103.07894736842105,1.2711593720887553,22,0.5789473684210527,0.6269075692928595,38,13,7650.0,7600,1.006578947368421,0
2025,PAN,3677.0,96.76315789473684,0.6513335913059396,22,0.5789473684210527,0.6269075692928595,38,18,7600.0,7600,1.0,0
2025,BAR,3461.0,91.07894736842105,0.09349038860140721,21,0.5526315789473685,0.41793837952857327,38,16,7700.0,7600,1.013157894736842,0
2025,RED,3580.0,94.21052631578948,0.40082067157288653,21,0.5526315789473685,0.41793837952857327,38,18,7675.0,7600,1.0098684210526316,0
2025,DUB,3524.0,92.73684210526316,0.2561946560568965,19,0.5,0.0,38,18,7509.966666666667,7600,0.9881535087719299,0
2025,TEL,3663.0,96.39473684210526,0.6151770874269424,18,0.47368421052631576,-0.20896918976428663,38,16,7675.0,7600,1.0098684210526316,0
2025,MIL,3539.0,93.13157894736842,0.29493376735582216,17,0.4473684210526316,-0.4179383795285728,38,17,7568.466666666666,7600,0.9958508771929824,0
2025,MUN,3153.0,82.97368421052632,-0.7019526967365387,17,0.4473684210526316,-0.4179383795285728,38,16,7625.0,7600,1.0032894736842106,0
2025,PAR,2402.0,63.21052631578947,-2.641490869102763,16,0.42105263157894735,-0.6269075692928595,38,16,6045.566666666667,7600,0.7954692982456141,0
2025,PRS,3397.0,89.39473684210526,-0.07179648627401058,15,0.39473684210526316,-0.8358767590571456,38,16,7600.0,7600,1.0,0
2025,VIR,3266.0,85.94736842105263,-0.41011805828463016,14,0.3684210526315789,-1.0448459488214323,38,16,7600.0,7600,1.0,0
2025,BAS,3514.0,92.47368421052632,0.23036858185761183,13,0.34210526315789475,-1.2538151385857186,38,19,7700.0,7600,1.013157894736842,0
2025,IST,2952.0,77.6842105263158,-1.2210567881421455,12,0.3157894736842105,-1.4627843283500053,38,16,7397.333333333333,7600,0.9733333333333333,0
2025,ASV,2706.0,71.21052631578948,-1.8563782134445306,8,0.21052631578947367,-2.298661087407151,38,15,7381.549999999999,7600,0.9712565789473683,0
