q_club_greedy,q_club_actual,club_used,club_top6,lp_free,lp_cap,q_free,q_cap,n_free,n_cap,top6_cap,lp_free_shape,lp_cap_shape,q_free_shape,q_cap_shape,n_free_shape,n_cap_shape,top6_cap_shape,bind_free,bind_cap,q_cap_plan,plan_used,clipped,q_cap_shape_plan,plan_used_shape,clipped_shape,top6_plan_shape,adv_cap_A,adv_cap_B,adv_cap_C,adv_cap_D,adv_free_A,adv_free_D,adv_cap_E,adv_cap_F,adv_cap_E_shape,adv_cap_F_shape,season,club,budget,secs
100.75366166402485,83.63396176470587,195.7029411764706,122.20000000000002,126.22921475031472,123.2118704137965,124.06548210957996,106.0259688512385,12,12,164.254363,123.2118704137965,120.3426980413844,123.26549289088138,109.34653734608277,12,12,145.32456100000002,"4,5,8","4,5,6,8",96.2411530947311,157.45434641176473,42.545652588235285,99.55360489778266,161.86476145294117,38.13523764705882,134.014581,0.05232869059185963,0.2677382084269768,0.08528598901657691,0.30744179803075866,0.23137442412059595,0.47386887204595274,-0.044787539179878544,0.15074248623416953,-0.011910800524986498,0.1903490256489917,2024,ASV,15.250283115149077,228.45170044898987
107.2047391464168,97.76470588235294,202.2058823529412,126.7093137254902,131.1446226836941,128.50545667144186,124.81733945795824,118.08228130967261,12,12,164.917521,128.50545667144186,124.7903477205273,122.77485143001455,122.31401805142346,12,12,141.742472,"4,5,6,8","4,8",104.99896707416627,160.64171551176472,39.35828418823529,112.74530625440092,175.51151300588236,24.488487294117647,131.04589382352938,0.10146512411545183,0.2078211686308269,0.1409385352299668,0.25110608115174426,0.1642893817174138,0.25581977997006455,-0.020575322414039476,0.0739966547899078,0.051682109877782434,0.15323117107389628,2024,BAR,17.785828832068283,181.0819411277771
105.17839559611767,90.02941176470586,200.73529411764707,131.9200980392157,124.25936377262502,121.46720948197233,119.32210327469701,113.6648020212324,12,12,163.044664,121.46720948197233,118.18359291608465,114.45334441139032,104.02342257812415,12,12,145.324562,8,"4,6,7,8",101.87522152615253,170.3718764117647,29.62812358823529,96.89409847393492,168.99870182352944,31.001298176470584,136.208661,0.08068583264668083,0.26252965329039624,-0.010981086100881221,0.1554382122365967,0.13447350664000268,0.27128837307653453,-0.0314054426409891,0.13157710940515743,-0.07876424692761275,0.07624937867160675,2024,BAS,14.257044574225803,223.51140308380127
91.65478216166753,76.6470588235294,202.2058823529412,98.04509803921569,127.37744034980257,124.95630054052802,122.71805798417475,123.03165468859596,12,12,164.326831,124.95630054052802,121.48334593281909,121.09359559924127,116.25233664362192,12,12,144.255702,"4,7,8","4,8",110.61016557010149,172.69126764705885,27.308732352941174,107.17137731372537,177.39386594705883,22.606134352941176,136.07698676470588,0.34233753860855365,0.6051712430591953,0.26837175215328535,0.5167227344141003,0.33891604005686804,0.5798857445795103,0.20681281392387185,0.44311037198137027,0.16929389592229382,0.39824513763110625,2024,BER,15.850780091742623,242.3351650238037
112.23118917550518,99.26470588235294,200.73529411764707,127.63725490196079,130.58791890820245,127.38745101470039,128.61832557396497,122.83634122019083,12,12,163.435009,127.38745101470039,123.98692441612893,125.21689870640046,118.5593351114855,12,12,145.324562,"4,5,6,8","5,6,7,8",109.95878249276097,166.8946356882353,33.105364511764705,108.68459194635966,168.1202848235294,31.87971517647059,138.415351,0.09449380446376177,0.23746240044044087,0.05638491387705491,0.19437552408607606,0.146012320807132,0.2614443128941082,-0.020247550609043707,0.10773291992707357,-0.03160081662860592,0.09489662997814174,2024,IST,17.39564294376784,216.52980780601501
106.33832534382056,90.97403333333334,184.91960784313727,127.53872549019607,133.5515814906371,129.02033258416316,123.47216557636985,121.87843788516157,12,12,164.873356,129.02033258416316,127.06800721987196,121.45316621177693,120.15162251319984,12,12,145.03718,"5,6,8","4,5,8",105.43649203343155,161.8050030117647,38.19499648823529,111.34032070547273,170.11263864705882,29.887360252941175,132.7394358235294,0.14613839827828423,0.33970577558755677,0.12989951764537544,0.3207243661821433,0.16112572938449943,0.3350311265937451,-0.008480792860646735,0.15897348034583736,0.04703850042286617,0.22386923637337608,2024,MAD,19.261832587844438,39.91403937339783
103.02263323293865,90.70294607843138,188.90686274509804,130.771568627451,128.3632259589982,126.27213283236748,127.70780808123948,117.24219638848477,12,12,165.80934299999998,126.27213283236748,122.4467202601814,123.23273256217398,115.57729987611943,12,12,144.094941,"4,5,6,8","4,7,8",104.55160245929045,165.72484437058824,34.27515552941176,100.216502654451,158.44106215294119,41.558937647058826,130.59088200000002,0.1380236818777003,0.292595240369643,0.1218631891770241,0.27423975596315286,0.23960923996658656,0.35864090297148565,0.014841100235661209,0.15268143957401392,-0.027238000917165994,0.10488696329436964,2024,MCO,16.326708537093523,212.81685376167297
105.29226544130543,94.0,200.73529411764707,122.77647058823528,131.50891095248517,128.69765049433667,130.7673099817641,114.8717503084922,12,12,164.917521,128.69765049433667,125.40482598993366,126.84728596179419,122.15057533283502,12,12,141.77380200000002,"4,5,6,8","4,8",105.58662161470957,161.3630576117647,38.63694208823529,112.44351011758464,174.9117394764706,25.08826082352941,131.0615588235294,0.09097994830899325,0.22203989689885306,0.16010967017256506,0.2994742056684576,0.24194601981148933,0.3494392123595127,0.0027956106003648173,0.12326193207137837,0.06791804361228815,0.1962075544423898,2024,MIL,18.017309574759572,143.14369678497314
103.44085006467614,90.52941176470588,200.0,140.25343137254902,121.53391646564477,117.80196946181121,115.79739989361806,107.05102445730704,12,12,160.834484,117.80196946181121,115.73507507718301,112.18502918279694,104.26321688986738,12,12,144.242233,"5,8","4,5,8",94.08099558850134,156.1867764117647,43.81322358823529,96.43658467392616,175.36307984705886,24.636920352941175,132.1540757647059,0.034900857740183255,0.18249994527239743,0.007950116657752249,0.1517054497256305,0.11945522316585788,0.23921084867287057,-0.09048508853439019,0.039231270308331956,-0.06771275938249322,0.06525142264895689,2024,MUN,13.04776138608284,162.98139071464539
114.07006047013122,100.02941176470587,200.73529411764704,124.4857843137255,133.9961790055344,129.02033258416316,120.11001003176062,122.66155275799002,12,12,164.873356,129.02033258416316,127.83378589833075,124.5703323975234,118.07240993806015,12,12,145.32456299999998,"4,8","5,6,7,8",105.43649203343153,161.8050030117647,38.19499648823529,108.75904164905434,169.7430444117647,30.25695698823529,137.0866415882353,0.0753176797877515,0.22625486438449327,0.035086765549466215,0.18037692969539698,0.05294947277783679,0.24533704837277148,-0.07568654212259629,0.05405490418602543,-0.04655927067267185,0.08727063101083443,2024,OLY,19.93064803700436,32.24984002113342
