season,club,budget,q_club,pool_err,pool_ppm,sel_err_free,sel_err_w_free,q_true_free,q_pred_free,sel_err_cap,sel_err_w_cap,q_true_cap,q_pred_cap,bias_free,bias_w_free,adv_free,adv_ideal_free,curse_pp_free,bias_cap,bias_w_cap,adv_cap,adv_ideal_cap,curse_pp_cap
2024,ASV,14.073270363433034,100.75366166402485,0.055687800635497366,0.37247083548924453,0.04029001549831317,0.03045944001678857,120.49053223217612,123.88374811421566,0.0498013482927687,0.06413279987651015,104.78166881713088,112.80394356546982,-0.04133957257877396,-0.06773244564388797,0.19589234021058455,0.22957067830766142,0.033678338097076876,-0.0158037939668397,0.0226729140549224,0.039978766891251016,0.1196014288952405,0.07962266200398949
2024,BAR,17.59991691861344,107.2047391464168,0.055687800635497366,0.37247083548924453,0.04167014491059945,0.022365285644769535,122.75725452371174,124.3763939931205,0.07355790187308592,0.09291867013426128,111.0188136775242,116.9881878337984,-0.03763423707116712,-0.08946342053051842,0.14507302103551423,0.16017626630527215,0.015103245269757926,0.04797718246615464,0.09995646894034202,0.03557748063635735,0.09125947943420387,0.05568199879784652
2024,BAS,12.954781428996139,105.17839559611767,0.055687800635497366,0.37247083548924453,0.03303673826352758,0.010132801345345182,122.19100577358049,122.93372167883909,0.05049415135040106,0.031383078736508634,108.98492036494298,112.53257237205152,-0.06081298242375774,-0.12230487584434684,0.16175004458891729,0.16881153189388276,0.007061487304965475,-0.013943774358264552,-0.06525268446068862,0.0361911279141609,0.06992098267189495,0.033729854757734046
2024,BER,13.600359884894528,91.65478216166753,0.055687800635497366,0.37247083548924453,0.054005114663665366,0.04261969081820008,115.79739989361806,123.40737691919286,0.1702206356706283,0.11606191596236928,110.23026427608124,113.70957920043472,-0.0045176314801178286,-0.03508492094456787,0.26340816226441954,0.34643685805196434,0.08302869578754479,0.30749477307314765,0.16209085269070758,0.20266789878621827,0.2406289832195041,0.03796108443328583
2024,IST,17.332176685724676,112.23118917550518,0.055687800635497366,0.37247083548924453,0.04458326428955617,0.018529885680451854,128.48406560088162,128.98351330009183,0.2617080150803707,0.07442506323262928,104.42702130078376,111.48951530891553,-0.029813170020023896,-0.09976060248109946,0.14481604039640428,0.14926620886454,0.004450168468135729,0.553117706985739,0.05030531470341916,-0.06953653375727309,-0.006608447010481466,0.06292808674679162
2024,MAD,19.810230742546466,106.33832534382056,0.055687800635497366,0.37247083548924453,0.02805775023583704,0.012230040156327684,130.19640679965045,131.31300461481635,0.18343886694670464,0.07473129101030113,118.06809798811008,123.50697690096642,-0.07418043982790747,-0.11667426369661248,0.22436013900623553,0.23486056593656057,0.010500426930325046,0.3429827362010903,0.05112746706675685,0.11030616296019335,0.16145309324399237,0.05114693028379902
2024,MCO,16.756786430911852,103.02263323293865,0.055687800635497366,0.37247083548924453,0.03067601746966626,0.005107942690506042,128.896429023615,128.58488706054447,0.06946587130157302,0.05900427759728826,106.0259688512385,116.5292918352381,-0.06715098413806776,-0.13579548551379633,0.25114671386989884,0.24812269911416895,-0.003024014755729887,0.03699100534402379,0.008903990986125576,0.02915219232951638,0.13110379902404845,0.10195160669453207
2024,MIL,17.84486777407168,105.29226544130543,0.055687800635497366,0.37247083548924453,0.03284708157963626,0.01815842471363586,128.65924642635005,129.34443159756208,0.18710433441208194,0.23915802173993242,114.90967700598983,119.60356044205622,-0.06132216775001878,-0.10075789121198243,0.22192495229452924,0.2284324119672816,0.006507459672752347,0.35282368780354983,0.4925760720660046,0.09134015233099513,0.13591971775674772,0.04457956542575259
2024,MUN,11.632011559351708,103.44085006467614,0.055687800635497366,0.37247083548924453,0.030244063368694202,0.005631491119357807,120.59530838522535,120.83737311498149,0.04843881632418511,0.031715921751072226,111.41366611108506,116.26225128884602,-0.06831068326029482,-0.13438987632518945,0.16583833475675647,0.1681784617917217,0.0023401270349652226,-0.01946188431583008,-0.06435907620240337,0.07707608784560382,0.12394910923637359,0.046873021390769765
2024,OLY,21.325045580772294,114.07006047013122,0.055687800635497366,0.37247083548924453,0.054047436977802066,0.05431527905461909,122.75040994831093,129.09916555102527,0.0666866308735513,0.041540170978698554,113.24131753492637,121.90422632635604,-0.004404005633194513,-0.0036849101999501662,0.076096650097355,0.1317532840690423,0.0556566339716873,0.02952937301414981,-0.0379831876990201,-0.007265209922649785,0.06867854565814091,0.0759437555807907
2024,PAN,20.43199160369695,116.4923567338546,0.055687800635497366,0.37247083548924453,0.04305330953686887,0.03583776078242674,128.61832557396497,131.83614169709958,0.06340593759697241,0.02946083481444919,124.25514244425041,127.29274463697833,-0.03392075270009518,-0.05329287010350054,0.10409239867825892,0.13171495017737778,0.027622551499118853,0.020721453134276105,-0.0704134748875003,0.0666377256675399,0.09271327498162751,0.02607554931408762
2024,PAR,12.071230701361428,100.8873786847468,0.055687800635497366,0.37247083548924453,0.030244063368694202,0.005631491119357807,120.59530838522535,120.83737311498149,0.08651255220610173,0.07828620722906666,98.45079408547727,107.700366789797,-0.06831068326029482,-0.13438987632518945,0.1953458396620844,0.19774519558660053,0.0023993559245161222,0.08275749034180276,0.060671613561061884,-0.024151530459358916,0.06753062864621984,0.09168215910557875
2024,PRS,11.211659207399787,101.07963265572403,0.055687800635497366,0.37247083548924453,0.009414452849194106,0.002356120352187422,119.62801849376305,118.9149054607981,0.11799319779981365,0.13256865424752776,106.03467588482997,111.56038228310818,-0.1242334791810551,-0.1431835064704011,0.18350270327173224,0.17644774062269097,-0.007054962649041263,0.16727590787739788,0.2064077138040796,0.049021183584854855,0.1036880462662686,0.05466686268141374
2024,RED,14.349914757351613,102.70310886657074,0.055687800635497366,0.37247083548924453,0.034896182241493295,0.012299285560767965,123.10292101095634,124.61536518395971,0.04917750272659536,0.05043807146424422,111.33659928908793,116.21234447608737,-0.05582079565154155,-0.116488355437918,0.1986289642983301,0.21335533616471936,0.014726371866389254,-0.017478678297995223,-0.014094336176301073,0.08406260061449156,0.13153677389715113,0.04747417328265957
2024,TEL,13.7086514846965,103.96548827991204,0.055687800635497366,0.37247083548924453,0.028830505032418966,0.010620131019451407,121.56143532732148,123.54999205926435,0.046534493001771725,0.04925824878564671,105.64869168527768,111.3270360736272,-0.07210576787253974,-0.12099650582534624,0.16924796236261486,0.18837504736787158,0.019127085005256728,-0.02457456198336353,-0.0172618933812774,0.01619002068103459,0.07080761044372008,0.05461758976268549
2024,ULK,22.1581918680454,96.2430708049876,0.055687800635497366,0.37247083548924453,0.05161269618529415,0.04110911432535959,127.52896911988205,131.8955291714095,0.04638592674353385,0.04086186034195733,121.1815086568567,123.662389911689,-0.010940734312393945,-0.039140477377211325,0.32507169662413893,0.37044182057181696,0.04537012394767803,-0.024973428804822815,-0.039804298433368614,0.2591193074294209,0.2848965528360974,0.025777245406676474
2024,VIR,14.69825672511058,100.32940087886014,0.055687800635497366,0.37247083548924453,0.047300369710270074,0.02322165123519029,122.98237184566123,124.61536518395971,0.021276628809944714,0.018955400816953127,115.50217857561992,116.68815836393031,-0.02251835613977752,-0.08716427249307301,0.22578596870276124,0.24206228774776561,0.016276319045004373,-0.09238621805208776,-0.09861819052301324,0.15122962525291772,0.16305048511973164,0.011820859866813915
